Date,Open,High,Low,Close,Volume,rsi,macd,macd_signal,macd_diff,bb_width,bb_pct_b,ema_short,ema_long,ema_cross,volume_ratio,return_1d,return_5d,return_20d,volatility_20d,volatility_60d,fed_rate,cpi,us_10y,target_trend,target_volatility
2015-03-27,24.404481985875332,24.404481985875332,24.02275365124561,24.365264892578125,7335388,56.00146602500569,0.12077935734943424,0.05658731427156573,0.06419204307786851,8.756098887868086,0.6707312649046481,24.090364018127595,23.76284432602781,1,0.9829584917446508,0.00010710051351869865,-0.009144059898060108,-0.021469518933189824,0.21122462252226945,0.2806903578967304,0.11,235.976,1.95,1.0,1.0
2015-03-30,24.32081767882482,24.70516118523835,24.21362095639361,24.57704734802246,5479616,59.13159914784238,0.14484112319388842,0.07423807605603026,0.07060304713785816,8.90763522857408,0.7616807709365662,24.136714811450915,23.79477385630211,1,0.7431403441178918,0.008691982474971827,0.00106512397973213,0.008893533473265824,0.19876281110207328,0.2478768558680279,0.11,235.976,1.96,1.0,1.0
2015-03-31,24.5064517150095,24.64502409342276,24.14302337108871,24.19793128967285,7320039,51.99988583395919,0.1317994465006116,0.08575035014494653,0.046049096355665065,8.860015974095996,0.5879779410785321,24.14254495223396,23.810583951728415,1,0.986108253781124,-0.015425614516713426,-0.013010274377042053,-0.00529924363387857,0.20668834355561316,0.2506006757305612,0.11,235.976,1.94,1.0,1.0
2015-04-01,24.137788736688233,24.56135117363703,24.088111106648377,24.24760055541992,6961016,52.80302109864406,0.12404184127059992,0.09340864837007722,0.0306331929005227,8.72748544124266,0.6187844933658903,24.15255024777548,23.827721857755535,1,0.9343885129512145,0.0020526244641525526,-0.0029031180243677124,-0.009771251683748705,0.20533014494861593,0.2472013048531437,0.12,236.222,1.87,1.0,1.0
2015-04-02,24.294673770498463,24.441091588191764,23.881569704649564,23.973081588745117,5540328,48.02064513866913,0.09465141428988488,0.09365720155403875,0.0009942127358461283,8.519633142974618,0.5004247383697156,24.135457994534494,23.83342223936297,1,0.7473664581071132,-0.011321489977837773,-0.015990623381357483,-0.021704360073971474,0.20884763966102282,0.23738691319319802,0.12,236.222,1.92,2.0,1.0
2015-04-07,24.27113707475786,25.04766734857036,24.23191799122649,24.8881778717041,8326358,60.774302329785215,0.1435452115719258,0.10363480355761617,0.03991040801430962,9.087682180239485,0.9056202687714882,24.20714560188398,23.874785205337133,1,1.1051409901374722,0.03817182532714547,0.02146141162147841,0.02568622768574058,0.24665299330324728,0.23818413877916925,0.12,236.222,1.89,1.0,1.0
2015-04-08,25.099957961305755,25.411093495192713,24.52997966947715,24.603187561035156,7678025,56.15338909442414,0.15748220504070787,0.11440428385423453,0.04307792118647334,9.332404812579412,0.7562545042825363,24.2448638837079,23.9033500035998,1,1.0058317945421147,-0.011450830677040336,0.0010636026631896112,0.02089149761760578,0.24924088865276836,0.2398836953605534,0.12,236.222,1.92,1.0,1.0
2015-04-09,24.647636321172516,25.08165740966797,24.315585652857223,25.08165740966797,6463528,61.45260946129909,0.2047753678483204,0.1324785006530517,0.0722968671952687,9.629933690577976,0.9155879865938196,24.324558505227905,23.949558137171103,1,0.864263184362337,0.01944747392775148,0.03652073019862945,0.07541383767661114,0.22266051401713072,0.24186388277154997,0.12,236.222,1.97,1.0,1.0
2015-04-10,25.099963071655218,25.41109866888935,24.927399868049985,25.37187957763672,5457985,64.27314410055587,0.26264641914126585,0.15851208435069453,0.10413433479057133,10.263659164420249,0.9669170923293701,24.42430336926684,24.00533544856191,1,0.7500337725690032,0.011571092102425462,0.04636660933304171,0.08103812775914299,0.22424907985387155,0.2372838394865621,0.12,236.222,1.96,1.0,1.0
2015-04-13,25.36925787044757,25.6071854996091,25.293434845597144,25.497371673583984,5605582,65.45034515172989,0.3150046302965883,0.18981059353987328,0.12519403675671503,10.784770985930418,0.951443909589715,24.52650035063038,24.063846673072582,1,0.7700078559432875,0.004946109552635525,0.06358340204183399,0.08698248163252686,0.22365115469774915,0.23184783214549956,0.12,236.222,1.94,0.0,1.0
2015-04-14,25.405874021237576,25.59673924374267,25.20978051629792,25.48169708251953,6329422,65.16153551350325,0.3511858297174548,0.22208564077538961,0.1291001889420652,10.390206040683882,0.9121233370941985,24.617471467953155,24.11944864991364,1,0.887941733133234,-0.0006147532092766195,0.02384743527127453,0.10565813845534167,0.20932286199306102,0.22393392347559296,0.12,236.222,1.9,1.0,1.0
2015-04-15,25.56534901245647,26.127483805590117,25.5287450719515,26.009828567504883,7539581,69.96980133969707,0.41766095251362856,0.2612007031230374,0.15646024939059117,10.320818130913745,1.0613451179377718,24.750076906005702,24.193581195701533,1,1.0545013285741818,0.02072591489001141,0.05717312047392875,0.1304738067537743,0.21465421339460763,0.22642644976084247,0.12,236.222,1.91,0.0,1.0
